Id,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,Ss,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstacy,Heroin,Ketamine,Legalh,Lsd,Meth,Mushrooms,Nicotine,Vsa
559,25-34,1,University degree,UK,White,-1.6948833395463199,0.9666306404460798,-0.17753883227167516,1.4544395706454112,1.3093311459275008,-0.753225791296744,-0.22125868776173244,5,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0
560,18-24,1,University degree,UK,White,-0.4683231369552169,-0.154504612287235,-0.5847475826945501,0.9442460019876703,-0.14277954966710424,1.3456810983554328,1.2736628734893594,4,2,2,0,6,2,3,2,0,0,0,0,0,0,0,0,2,0
561,45-54,1,University degree,UK,White,-0.7931605332637086,0.0042212888448033845,0.44869825865780233,0.2887641285945435,1.1368987009682203,0.1937741107892311,-0.5431683478463336,6,1,1,0,6,1,6,1,0,0,0,0,0,1,0,0,6,0
562,18-24,1,University degree,UK,White,1.0227672663057819,0.16912805824268257,-0.7192654466880604,0.2887641285945435,0.41717239060141975,-0.753225791296744,-0.5431683478463336,6,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0
563,35-44,1,University degree,UK,White,0.6305501029100478,0.640840686349351,0.44869825865780233,-1.0780488837111097,0.7602934127244029,-0.23554703870612545,-0.22125868776173244,4,1,0,3,6,2,6,2,0,2,0,2,0,0,0,0,3,0
564,35-44,1,Masters degree,UK,Other,2.6157988693704937,0.4786731653874694,-1.560694970088494,-0.3023657544747939,1.4654674470039688,-0.23554703870612545,-0.8757259965584026,6,0,1,1,6,2,6,0,0,0,0,0,0,1,0,1,6,1
565,25-34,1,Masters degree,UK,White,0.82684902293302,0.32395078120035065,-0.5847475826945501,-1.7765858282245783,-0.27637585837429446,0.1937741107892311,0.08554037637589663,4,0,3,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0
566,45-54,1,"Some college or university, no certificate or degree",UK,White,-0.4683231369552169,-0.4405905148775806,-0.018368732080488795,0.13187481843618676,-0.40640425366064753,1.9426449280417288,-0.8757259965584026,2,6,0,0,6,3,4,1,0,0,0,0,0,0,0,1,6,1
567,45-54,1,Masters degree,UK,White,0.31318599031358146,-0.8079909571211307,0.14301052980661966,0.5921650128587294,-0.7829794752183343,-0.753225791296744,-0.8757259965584026,4,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0
568,18-24,1,University degree,UK,White,0.9123109309052565,1.1187241488448052,-0.9793841947388138,0.9442460019876703,0.586497944660533,-1.4536436559090193,-1.2228441989199232,4,2,2,2,4,5,6,0,0,2,0,0,0,0,0,0,6,1
569,18-24,0,University degree,UK,White,1.8429351091841055,0.640840686349351,1.246486796919702,-0.9192845623046153,-0.528314643691725,-0.23554703870612545,0.08554037637589663,6,0,2,0,6,3,6,2,0,0,0,0,2,0,0,0,6,0
570,35-44,0,Masters degree,UK,White,1.0227672663057819,-0.8079909571211307,-0.17753883227167516,-0.3023657544747939,-0.006356972463632867,-0.23554703870612545,-0.22125868776173244,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,1,0
571,35-44,1,Doctorate degree,UK,White,-0.34885077562865574,0.8088479237572055,-0.17753883227167516,-0.9192845623046153,2.6381483839290185,-0.753225791296744,-0.5431683478463336,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,6,1
572,35-44,1,Professional certificate/ diploma,Australia,White,0.22408761855117706,1.1187241488448052,-1.1226884972956506,-1.7765858282245783,-0.40640425366064753,0.5469007087892307,0.7969941428269786,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0
573,18-24,1,Masters degree,UK,White,-1.6948833395463199,1.9463183283359566,-0.17753883227167516,1.1172082695297971,1.816085096202194,0.1937741107892311,0.7969941428269786,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
574,35-44,0,Professional certificate/ diploma,UK,White,1.2365672944318482,-1.2350528323333323,-1.6866272284001254,-1.0780488837111097,-0.653672680399117,1.9426449280417288,0.08554037637589663,6,1,1,1,6,3,6,1,0,1,0,0,0,1,0,0,6,1
575,55-64,1,"Some college or university, no certificate or degree",USA,White,-0.9229211819525353,0.9666306404460798,0.44869825865780233,-0.6077920519588935,-0.40640425366064753,0.5469007087892307,-0.22125868776173244,4,0,0,2,6,5,6,0,0,0,0,0,0,0,0,0,0,0
576,35-44,1,University degree,UK,White,2.130546336224653,-1.5121784827136195,-1.8358159343833729,0.5921650128587294,-1.7853426574419595,-0.753225791296744,-1.6044905281465378,6,1,0,0,4,2,6,1,0,1,0,0,0,1,0,0,2,0
577,35-44,0,Left school at 16 years,UK,White,-1.873190278943558,0.8088479237572055,-1.560694970088494,-0.45426171917019537,1.1368987009682203,-0.23554703870612545,0.08554037637589663,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,2,6,0
578,25-34,1,Masters degree,UK,Other,0.82684902293302,0.32395078120035065,0.14301052980661966,0.5921650128587294,0.9418861747248215,-0.753225791296744,-0.5431683478463336,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0
579,25-34,1,University degree,UK,White,1.0227672663057819,0.8088479237572055,-0.7192654466880604,1.289709304358478,-0.14277954966710424,-0.753225791296744,-0.22125868776173244,5,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0
580,45-54,1,Masters degree,UK,White,1.0227672663057819,-0.154504612287235,0.2955933114863293,1.1172082695297971,1.4654674470039688,-1.4536436559090193,-1.6044905281465378,6,1,0,2,5,1,6,0,0,0,0,0,0,1,0,1,1,0
581,18-24,1,Masters degree,UK,White,-0.14932612188547958,0.8088479237572055,0.5867306980766432,0.13187481843618676,0.7602934127244029,-0.23554703870612545,-0.22125868776173244,4,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0
582,35-44,1,"Some college or university, no certificate or degree",UK,White,-1.1966677646801562,0.0042212888448033845,-1.1226884972956506,-0.0171735355935936,-1.9256939482998359,1.9426449280417288,-0.22125868776173244,6,1,1,1,6,2,6,2,0,1,0,0,0,1,0,1,2,0
583,18-24,0,"Some college or university, no certificate or degree",UK,White,-0.9229211819525353,1.5911291144682642,0.44869825865780233,-0.3023657544747939,-0.653672680399117,0.915018975040276,0.7969941428269786,6,0,5,0,6,4,6,0,0,4,0,5,2,0,0,2,6,0
584,35-44,1,Professional certificate/ diploma,UK,White,0.31318599031358146,1.2913469696979305,1.6644200232118715,-0.3023657544747939,0.9418861747248215,0.5469007087892307,0.08554037637589663,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
585,18-24,1,"Some college or university, no certificate or degree",USA,White,0.6305501029100478,0.0042212888448033845,-0.5847475826945501,0.43985794944047424,-0.40640425366064753,-0.23554703870612545,1.2736628734893594,4,0,0,3,6,5,6,0,0,3,0,0,0,0,0,0,3,0
586,25-34,0,University degree,UK,White,-0.24717003879613886,0.16912805824268257,-0.31809172435268174,-1.215215481970605,0.7602934127244029,1.3456810983554328,0.4193122694051331,2,0,2,0,3,1,6,0,0,0,0,0,0,0,0,1,1,0
587,18-24,0,Professional certificate/ diploma,UK,White,0.736518460960724,-0.5765094134637486,1.246486796919702,-1.0780488837111097,-0.27637585837429446,0.5469007087892307,0.4193122694051331,2,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,5,0
588,18-24,0,"Some college or university, no certificate or degree",UK,White,0.31318599031358146,0.32395078120035065,-0.31809172435268174,0.7631620279696526,-1.7853426574419595,0.1937741107892311,0.7969941428269786,4,4,2,5,6,6,6,0,0,0,0,0,3,3,0,3,6,0
589,25-34,1,Left school at 16 years,UK,White,-0.4683231369552169,1.5911291144682642,0.44869825865780233,0.9442460019876703,0.12389191185434495,-0.23554703870612545,0.08554037637589663,4,3,1,3,6,6,6,1,0,1,0,0,0,0,0,1,6,0
590,55-64,1,"Some college or university, no certificate or degree",USA,White,-1.3308863372990785,-0.154504612287235,0.2955933114863293,-0.9192845623046153,0.41717239060141975,0.5469007087892307,0.08554037637589663,2,1,0,1,6,6,6,1,0,1,0,0,0,1,0,0,0,0
591,35-44,0,Left school before 16 years,UK,White,-0.5814341911006304,0.0042212888448033845,-0.5847475826945501,-0.6077920519588935,0.586497944660533,-0.23554703870612545,0.4193122694051331,3,3,2,1,6,6,4,2,0,2,1,0,0,1,1,0,6,1
592,35-44,1,University degree,UK,White,0.4171708226605297,-0.4405905148775806,-0.31809172435268174,-1.6250809086557938,1.6348130455205026,-0.23554703870612545,-0.8757259965584026,6,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,2,0
593,35-44,1,Professional certificate/ diploma,USA,White,-2.7621103284111985,0.9666306404460798,0.14301052980661966,0.43985794944047424,2.0499137142402626,-0.753225791296744,-0.22125868776173244,4,0,0,0,6,6,6,2,3,2,0,0,3,0,0,0,6,0
594,25-34,0,Professional certificate/ diploma,Other,Mixed-White/Black,-0.052213504855487626,0.9666306404460798,-0.018368732080488795,0.5921650128587294,0.586497944660533,0.1937741107892311,0.7969941428269786,4,0,3,0,6,4,4,3,0,0,0,0,5,0,0,2,6,0
595,35-44,0,Left school at 16 years,UK,White,-0.34885077562865574,-0.5765094134637486,-0.5847475826945501,-1.215215481970605,-0.653672680399117,1.3456810983554328,0.7969941428269786,4,2,3,5,6,4,4,2,0,3,0,2,3,2,0,3,0,0
596,45-54,0,Professional certificate/ diploma,Other,White,0.31318599031358146,0.16912805824268257,-0.4526296716343368,-1.346325894166596,0.41717239060141975,-0.23554703870612545,0.7969941428269786,6,1,1,2,6,1,5,1,1,0,0,0,0,1,0,1,1,0
597,18-24,0,Left school at 16 years,UK,White,-1.4418736164485815,0.8088479237572055,0.7273036734457946,0.9442460019876703,0.9418861747248215,0.5469007087892307,1.2736628734893594,4,2,0,0,4,4,4,3,0,5,0,0,0,0,0,0,6,0
598,55-64,1,Professional certificate/ diploma,Canada,White,-0.34885077562865574,-0.4405905148775806,-0.31809172435268174,-0.7628364312634675,0.586497944660533,0.915018975040276,1.2736628734893594,1,1,1,2,6,5,4,1,1,0,0,0,6,1,3,1,1,1
599,45-54,1,Professional certificate/ diploma,USA,White,0.04240467833496769,0.16912805824268257,-0.5847475826945501,0.43985794944047424,0.26041471134491845,-0.23554703870612545,-0.5431683478463336,4,1,0,2,6,6,6,1,0,0,0,0,2,1,0,2,3,0
600,18-24,0,"Some college or university, no certificate or degree",UK,White,0.5220372219869126,-0.154504612287235,0.2955933114863293,-0.0171735355935936,-0.900600351361439,0.5469007087892307,0.4193122694051331,5,0,2,0,4,6,6,0,0,0,0,0,2,0,0,3,6,0
601,45-54,1,Masters degree,UK,White,0.736518460960724,-0.5765094134637486,-0.5847475826945501,1.823696464951144,0.12389191185434495,-0.753225791296744,-1.2228441989199232,6,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0
602,18-24,0,"Some college or university, no certificate or degree",USA,White,1.0227672663057819,1.1187241488448052,0.7273036734457946,0.13187481843618676,-1.0164472930228352,1.9426449280417288,1.2736628734893594,5,4,0,0,6,6,4,5,0,5,0,3,5,0,0,5,6,0
603,18-24,0,"Some college or university, no certificate or degree",USA,White,0.5220372219869126,-1.6380434364907415,-1.1226884972956506,-2.0838871369568155,0.586497944660533,0.5469007087892307,1.2736628734893594,6,3,0,0,6,6,4,0,0,0,0,0,3,0,0,0,6,2
604,18-24,0,"Some college or university, no certificate or degree",USA,White,1.9876623609101518,-0.9501107917272493,0.7273036734457946,-0.6077920519588935,-1.0164472930228352,0.5469007087892307,0.7969941428269786,6,3,0,2,6,6,3,0,0,2,0,0,6,3,3,5,6,0
605,25-34,0,University degree,USA,White,-0.6796988558878381,-0.8079909571211307,-0.4526296716343368,-1.4833521172524338,0.12389191185434495,-0.753225791296744,-0.22125868776173244,4,0,0,2,6,4,4,2,0,2,0,2,2,3,0,3,4,2
606,35-44,1,"Some college or university, no certificate or degree",USA,White,0.4171708226605297,0.32395078120035065,0.2955933114863293,0.9442460019876703,0.41717239060141975,-0.753225791296744,-0.5431683478463336,4,0,0,4,6,4,5,1,0,0,0,0,0,0,2,1,4,0
607,55-64,1,Masters degree,USA,White,-2.526701891482399,1.1187241488448052,1.8939519234181763,1.289709304358478,-1.0164472930228352,-0.753225791296744,-0.5431683478463336,4,3,1,2,6,6,6,1,2,0,1,0,0,1,0,1,0,0
608,18-24,0,University degree,UK,White,-0.4683231369552169,0.0042212888448033845,-1.1226884972956506,1.4544395706454112,-0.7829794752183343,-0.23554703870612545,1.2736628734893594,4,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,3,0
609,45-54,0,"Some college or university, no certificate or degree",USA,White,-0.052213504855487626,0.0042212888448033845,0.8877591040782448,2.0453488641561437,-0.14277954966710424,-0.753225791296744,0.08554037637589663,2,1,0,0,6,3,3,1,1,0,1,0,0,1,0,1,6,0
610,25-34,0,University degree,UK,White,-1.6948833395463199,1.2913469696979305,1.246486796919702,0.13187481843618676,1.1368987009682203,0.5469007087892307,1.9970515199809755,6,6,5,5,6,6,6,6,2,5,2,3,5,2,0,3,1,4
611,55-64,1,Professional certificate/ diploma,Canada,White,1.2365672944318482,-0.8079909571211307,-1.4291795576726232,1.1172082695297971,-1.5214673977306608,1.9426449280417288,-0.22125868776173244,5,1,0,1,4,4,5,3,3,0,0,0,0,1,0,5,1,1
612,25-34,0,"Some college or university, no certificate or degree",UK,White,-0.9229211819525353,0.9666306404460798,0.8877591040782448,0.13187481843618676,-0.653672680399117,0.1937741107892311,1.9970515199809755,6,1,2,0,6,6,6,2,0,3,0,0,3,1,0,0,6,0
613,25-34,0,University degree,UK,White,-0.6796988558878381,0.32395078120035065,-0.5847475826945501,1.289709304358478,0.586497944660533,0.5469007087892307,1.2736628734893594,4,0,0,0,6,4,4,0,2,0,0,0,3,0,0,2,6,2
614,35-44,0,University degree,UK,White,-1.1966677646801562,0.16912805824268257,-0.17753883227167516,-0.3023657544747939,-0.40640425366064753,-0.23554703870612545,-0.5431683478463336,1,1,1,1,6,6,6,1,0,5,0,1,4,1,0,2,1,0
615,25-34,1,Masters degree,UK,White,1.9876623609101518,-0.3004573879283393,-0.31809172435268174,-1.6250809086557938,-0.653672680399117,0.1937741107892311,0.08554037637589663,6,3,2,4,4,6,6,3,0,2,0,0,6,0,0,2,6,1
616,25-34,1,Left school before 16 years,USA,White,-0.24717003879613886,0.640840686349351,-0.7192654466880604,-0.9192845623046153,0.26041471134491845,1.3456810983554328,-0.22125868776173244,3,2,0,3,6,3,5,3,3,3,3,0,0,3,3,2,6,2
617,35-44,1,Masters degree,UK,White,0.1360611520933125,-0.154504612287235,-0.4526296716343368,0.7631620279696526,-0.27637585837429446,0.915018975040276,1.2736628734893594,6,0,0,1,6,2,2,0,0,1,0,0,0,1,0,0,6,1
618,45-54,1,"Some college or university, no certificate or degree",USA,White,1.0227672663057819,0.16912805824268257,-0.17753883227167516,-0.6077920519588935,-1.0164472930228352,1.3456810983554328,1.2736628734893594,2,6,1,6,6,6,6,2,1,0,0,0,2,1,2,5,5,0
619,45-54,0,Professional certificate/ diploma,Republic of Ireland,White,-0.9229211819525353,1.2913469696979305,-0.31809172435268174,-0.6077920519588935,0.7602934127244029,-0.753225791296744,0.08554037637589663,3,2,2,3,6,6,4,0,0,0,1,0,4,2,0,2,6,1
620,25-34,1,University degree,UK,White,-0.052213504855487626,1.1187241488448052,0.8877591040782448,0.13187481843618676,-0.006356972463632867,0.5469007087892307,0.08554037637589663,4,0,2,0,6,3,6,0,0,0,0,0,0,0,0,0,2,0
621,55-64,0,Masters degree,UK,White,-0.6796988558878381,-0.9501107917272493,0.7273036734457946,-0.9192845623046153,0.586497944660533,-1.4536436559090193,-0.8757259965584026,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0
622,18-24,0,Left school at 18 years,UK,White,0.5220372219869126,-1.380162762301822,-0.4526296716343368,1.4544395706454112,-1.7853426574419595,1.3456810983554328,0.4193122694051331,4,0,0,0,6,4,6,0,0,5,0,5,2,0,0,0,6,2
623,35-44,0,Masters degree,UK,White,-0.9229211819525353,0.640840686349351,-0.17753883227167516,-1.346325894166596,0.26041471134491845,0.915018975040276,0.4193122694051331,4,0,1,0,6,2,6,0,0,0,0,0,0,1,0,1,1,0
624,35-44,1,Masters degree,UK,White,-0.14932612188547958,0.4786731653874694,-0.31809172435268174,0.2887641285945435,1.6348130455205026,-0.753225791296744,-1.6044905281465378,4,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0
625,45-54,1,Masters degree,UK,White,-0.34885077562865574,0.0042212888448033845,-0.4526296716343368,-0.3023657544747939,-1.3877909111937887,1.9426449280417288,-0.5431683478463336,6,0,1,0,6,1,6,0,0,0,0,0,1,0,0,1,2,1
626,35-44,1,Doctorate degree,UK,White,0.04240467833496769,0.0042212888448033845,-1.2798502686723625,-0.0171735355935936,0.26041471134491845,-1.4536436559090193,-0.22125868776173244,6,0,0,1,6,1,5,0,0,0,0,0,0,0,0,1,1,0
627,35-44,1,Professional certificate/ diploma,UK,White,-0.34885077562865574,-0.5765094134637486,-0.5847475826945501,-0.9192845623046153,0.26041471134491845,-0.753225791296744,-1.6044905281465378,6,1,0,0,6,2,6,2,0,2,0,0,0,2,0,2,2,0
628,35-44,0,University degree,UK,White,-0.052213504855487626,-0.4405905148775806,-0.8498570278492728,-0.45426171917019537,0.41717239060141975,-0.23554703870612545,-0.22125868776173244,6,1,2,0,6,2,4,0,0,0,0,0,0,1,0,1,2,0
629,35-44,0,Doctorate degree,UK,White,-1.6948833395463199,-0.9501107917272493,-1.560694970088494,1.823696464951144,0.586497944660533,-2.6850452477302422,-0.8757259965584026,4,1,1,2,4,4,6,3,0,5,0,0,0,0,0,2,4,0
630,25-34,1,Doctorate degree,UK,White,1.2365672944318482,-1.0948795698758713,-1.2798502686723625,1.615560189609726,0.26041471134491845,-1.4536436559090193,-1.6044905281465378,4,0,0,0,6,3,4,3,0,0,0,0,0,0,0,0,6,0
631,45-54,1,Doctorate degree,UK,Mixed-White/Black,-0.4683231369552169,0.4786731653874694,0.5867306980766432,0.2887641285945435,-0.14277954966710424,-0.23554703870612545,-2.1544290441012417,4,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,6,0
632,35-44,1,Doctorate degree,UK,White,0.5220372219869126,-0.3004573879283393,1.6644200232118715,0.2887641285945435,1.1368987009682203,-1.4536436559090193,-2.1544290441012417,6,1,0,0,6,2,6,1,0,1,0,0,0,0,0,1,4,0
633,18-24,1,University degree,UK,White,0.4171708226605297,-0.154504612287235,-0.31809172435268174,2.240420221549307,1.1368987009682203,-1.4536436559090193,-0.5431683478463336,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0
634,18-24,1,University degree,UK,White,1.2365672944318482,-0.4405905148775806,-1.2798502686723625,-0.9192845623046153,0.7602934127244029,-1.4536436559090193,-2.1544290441012417,4,0,2,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0
635,25-34,1,Masters degree,UK,White,-0.6796988558878381,1.7476977320334912,0.44869825865780233,0.13187481843618676,0.26041471134491845,-0.753225791296744,0.08554037637589663,4,0,2,2,6,3,4,3,0,2,0,2,3,0,0,2,4,0
636,35-44,1,Doctorate degree,UK,White,1.2365672944318482,0.16912805824268257,-0.018368732080488795,-1.0780488837111097,-0.653672680399117,-0.23554703870612545,1.2736628734893594,6,3,3,6,6,4,4,4,0,4,1,3,3,2,1,2,6,1
637,35-44,0,University degree,UK,White,-0.7931605332637086,-0.3004573879283393,-0.17753883227167516,1.1172082695297971,-0.528314643691725,-0.753225791296744,0.08554037637589663,4,2,2,2,6,3,6,2,0,2,0,2,0,1,0,2,1,0
638,45-54,1,University degree,UK,White,-0.6796988558878381,0.32395078120035065,-0.4526296716343368,0.43985794944047424,-0.006356972463632867,0.1937741107892311,-0.22125868776173244,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0
639,35-44,1,Professional certificate/ diploma,Canada,White,-0.34885077562865574,0.16912805824268257,-0.9793841947388138,0.7631620279696526,0.41717239060141975,-1.4536436559090193,-1.2228441989199232,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0
640,18-24,1,University degree,UK,White,-0.24717003879613886,-0.5765094134637486,-1.4291795576726232,-0.1551222241063227,1.6348130455205026,-0.753225791296744,0.08554037637589663,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
641,25-34,0,Left school at 16 years,UK,White,-0.24717003879613886,1.7476977320334912,0.8877591040782448,1.289709304358478,0.41717239060141975,0.5469007087892307,1.9970515199809755,4,1,2,3,6,6,6,5,0,3,0,2,2,2,0,2,6,0
642,45-54,0,University degree,UK,White,-0.14932612188547958,-0.6965547185490073,0.44869825865780233,0.13187481843618676,-0.14277954966710424,-0.23554703870612545,-0.5431683478463336,4,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,2,0
643,35-44,0,Masters degree,UK,White,-0.6796988558878381,0.9666306404460798,0.8877591040782448,2.240420221549307,1.816085096202194,-0.23554703870612545,0.4193122694051331,4,1,1,0,5,1,6,0,0,1,0,0,5,0,0,1,1,1
644,25-34,1,Masters degree,UK,Black,-1.0551963000940674,0.640840686349351,-0.31809172435268174,1.289709304358478,1.3093311459275008,-0.753225791296744,0.4193122694051331,4,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,6,0
645,25-34,0,"Some college or university, no certificate or degree",UK,White,0.22408761855117706,-0.3004573879283393,-1.6866272284001254,0.5921650128587294,-0.653672680399117,-0.23554703870612545,0.08554037637589663,4,3,3,0,4,5,6,4,0,3,0,3,0,0,0,0,3,0
646,45-54,0,University degree,UK,White,0.04240467833496769,-0.3004573879283393,-0.31809172435268174,-0.7628364312634675,-0.40640425366064753,1.3456810983554328,-0.5431683478463336,4,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0
647,18-24,1,University degree,UK,White,-0.4683231369552169,-0.154504612287235,-0.31809172435268174,-0.1551222241063227,0.7602934127244029,-0.23554703870612545,-0.5431683478463336,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0
648,18-24,0,"Some college or university, no certificate or degree",USA,White,-1.4418736164485815,1.4600264768684657,1.0677957406518224,-1.6250809086557938,0.9418861747248215,-0.753225791296744,0.4193122694051331,6,0,0,3,6,4,6,5,0,5,0,0,5,0,3,3,6,2
649,35-44,1,Masters degree,USA,White,1.134586023401797,0.16912805824268257,1.0677957406518224,2.0453488641561437,-1.0164472930228352,1.3456810983554328,1.9970515199809755,6,2,1,3,5,6,4,3,5,1,3,0,2,1,0,1,6,0
650,25-34,1,University degree,UK,White,-0.14932612188547958,0.8088479237572055,-1.2798502686723625,-0.0171735355935936,2.0499137142402626,0.1937741107892311,-1.2228441989199232,4,2,1,0,2,2,4,2,0,2,0,1,0,1,0,0,2,0
651,45-54,1,Masters degree,UK,White,-0.4683231369552169,2.135095691247529,2.4602303575915143,1.615560189609726,0.12389191185434495,1.3456810983554328,0.4193122694051331,4,2,2,5,6,4,6,5,1,4,0,3,5,2,1,2,6,0
652,25-34,0,Masters degree,UK,White,0.6305501029100478,0.4786731653874694,0.44869825865780233,0.5921650128587294,-1.0164472930228352,0.1937741107892311,-1.2228441989199232,4,0,2,0,6,2,0,2,0,0,0,0,0,0,0,0,1,0
653,18-24,0,"Some college or university, no certificate or degree",Australia,White,1.0227672663057819,1.2913469696979305,1.246486796919702,-0.6077920519588935,-1.0164472930228352,0.1937741107892311,0.4193122694051331,4,4,3,5,6,6,6,3,0,3,0,5,4,4,3,5,6,3
654,18-24,0,"Some college or university, no certificate or degree",USA,White,-0.6796988558878381,0.640840686349351,-0.018368732080488795,0.13187481843618676,-0.006356972463632867,1.3456810983554328,0.4193122694051331,6,0,0,0,5,3,6,0,0,0,0,0,3,0,0,3,2,0
655,35-44,1,Left school at 16 years,UK,White,-0.34885077562865574,0.9666306404460798,-0.7192654466880604,0.43985794944047424,1.1368987009682203,-0.753225791296744,-0.8757259965584026,4,0,1,0,6,1,6,0,0,0,0,0,0,1,3,0,2,0
656,25-34,0,Masters degree,Other,Other,-0.4683231369552169,1.7476977320334912,-0.4526296716343368,-0.1551222241063227,-1.0164472930228352,0.5469007087892307,0.7969941428269786,4,0,0,2,6,5,4,0,3,3,0,3,3,3,0,3,6,0
657,45-54,0,"Some college or university, no certificate or degree",Canada,White,1.2365672944318482,-0.5765094134637486,0.2955933114863293,-1.215215481970605,-1.1401015508494903,1.3456810983554328,0.4193122694051331,5,0,0,0,6,6,4,2,3,0,0,0,3,2,0,4,6,0
658,45-54,0,Professional certificate/ diploma,UK,White,1.134586023401797,-1.380162762301822,1.442298856330978,-0.45426171917019537,-1.3877909111937887,1.9426449280417288,1.9970515199809755,4,1,1,1,6,5,6,1,0,2,1,1,1,1,1,1,6,0
659,18-24,0,Masters degree,UK,White,0.6305501029100478,0.16912805824268257,0.44869825865780233,-0.3023657544747939,-0.528314643691725,0.915018975040276,0.08554037637589663,4,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,5,0
660,25-34,0,Doctorate degree,Republic of Ireland,White,-0.7931605332637086,1.4600264768684657,1.8939519234181763,-0.9192845623046153,-0.40640425366064753,1.3456810983554328,0.4193122694051331,4,3,2,0,6,6,4,4,2,5,0,2,0,2,2,2,6,1
661,25-34,1,Masters degree,UK,Black,-1.3308863372990785,0.4786731653874694,-0.018368732080488795,1.1172082695297971,0.12389191185434495,-1.4536436559090193,-1.6044905281465378,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
662,18-24,1,University degree,UK,White,-0.24717003879613886,-1.0948795698758713,-0.7192654466880604,-0.1551222241063227,1.4654674470039688,-1.4536436559090193,-0.8757259965584026,6,0,0,0,6,2,6,0,0,0,0,0,3,0,0,0,4,0
663,25-34,1,University degree,UK,White,0.04240467833496769,0.16912805824268257,0.2955933114863293,2.0453488641561437,1.816085096202194,0.5469007087892307,-1.2228441989199232,4,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,2,0
664,25-34,1,Doctorate degree,UK,White,1.2365672944318482,-1.2350528323333323,-0.31809172435268174,-1.346325894166596,-1.3877909111937887,-0.23554703870612545,-0.5431683478463336,6,1,0,3,6,3,5,0,0,0,0,0,0,1,0,0,6,1
665,18-24,0,University degree,UK,White,-0.34885077562865574,-0.4405905148775806,0.5867306980766432,0.2887641285945435,-0.528314643691725,0.5469007087892307,0.7969941428269786,4,0,0,0,6,3,6,0,0,0,0,0,3,0,0,2,5,0
666,25-34,1,Doctorate degree,UK,White,1.134586023401797,-0.4405905148775806,0.14301052980661966,0.2887641285945435,-0.27637585837429446,-0.753225791296744,-0.22125868776173244,6,2,2,0,4,2,6,2,1,2,0,2,0,0,0,0,2,1
667,18-24,0,Left school at 18 years,UK,White,-2.054372328830543,-0.3004573879283393,0.14301052980661966,-0.1551222241063227,-0.900600351361439,0.915018975040276,0.4193122694051331,3,0,0,0,6,6,4,0,0,5,0,0,0,0,0,0,6,0
668,35-44,0,"Some college or university, no certificate or degree",UK,White,0.9123109309052565,-0.6965547185490073,1.246486796919702,-0.3023657544747939,0.26041471134491845,-0.23554703870612545,0.08554037637589663,5,2,1,6,5,4,6,5,5,3,4,3,2,2,6,3,6,0
669,45-54,0,University degree,UK,White,-1.6948833395463199,2.135095691247529,0.14301052980661966,0.2887641285945435,-0.40640425366064753,0.1937741107892311,-0.22125868776173244,4,0,1,0,6,2,6,0,0,0,0,0,2,0,0,2,0,1
670,25-34,0,"Some college or university, no certificate or degree",UK,White,-0.5814341911006304,0.9666306404460798,0.44869825865780233,-0.3023657544747939,-0.14277954966710424,0.1937741107892311,0.7969941428269786,6,0,3,4,6,6,6,5,0,3,0,0,3,0,0,0,3,0
